M312,A,4-a, ,1-h,3-wh,,,,,,,,
M314,C, , ,5-h,3-wh,,,,,,,,
M315,C,1-a,1-b,2-h,4-wh,,,,,,,,
M318,B, ,8-b,1-h, ,,,,,,,,
M319,A, , ,9-h, ,,,,,,,,
M322,C, , ,9-h, ,,,,,,,,
M324,A, ,1-b,8-h, ,,,,,,,,
M325,C, , ,9-h, ,,,,,,,,
M326,A, ,1-b,8-h, ,,,,,,,,
M328,B, , ,9-h, ,,,,,,,,
M332,C, ,2-b,7-h, ,,,,,,,,
M333,B, ,1-b,2-h,5-wh,,,,,,,,
M334,A,2-a, , ,5-wh,,,,,,,,
M345,B,1-a,2-b,6-h, ,,,,,,,,
M346,C, , ,9-h, ,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,7-r,7-m,7-w,,,,
M347,A, ,2-b,4-h,2-wh,,,,,,,,
M348,A, , ,9-h, ,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,7-r,7-m,7-w,,,,
M349,A, , ,1, ,,,,,,,,
M361,B,1-a,1-b,3-h,4-wh,,,,,,,,
M362,A,1-a,2-b,4-h,1-wh,COLUMBIA SECONDARY SCHOOL FOR MATH  SCIENCE  AND ENGINEERING,,,,,,,
M363,C,1-a,1-b,2-h,4-wh,,,,,,,,
M364,C, , ,3-h,3-wh,,,,,,,,
M366,B, , ,9-h, ,,,,,,,,
M367,D, ,6-b,3-h, ,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,7-r,7-m,6-w,,,,
M368,A, ,2-b,6-h, ,,,,,,,,
M372,A, ,2-b,7-h, ,,,,,,,,
M375,D, ,3-b,5-h, ,,,,,,,,
M377,D, ,4-b,5-h, ,,,,,,,,
M378,B, ,1-b,6-h, ,,,,,,,,
M381,B, ,3-b,5-h, ,,,,,,,,
M406,A, ,4-b,4-h, ,,,,,,,,
M407,B, ,1-b,1-h,5-wh,INSTITUTE FOR COLLABORATIVE EDUCATION,9-r,9-m,9-w,,,,
M408,B, ,1-b,2-h,4-wh,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,1,9-m,1,,,,
M410,B, ,7-b,2-h, ,,,,,,,,
M413,A,1-a,1-b,2-h,3-wh,SCHOOL OF THE FUTURE HIGH SCHOOL,1,1,1,,,,
M415,D, ,5-b,3-h, ,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,7-r,7-m,7-w,,,,
M421,C, ,5-b,3-h, ,,,,,,,,
M422,B, ,2-b,2-h,3-wh,,,,,,,,
M442,B,2-a,3-b,2-h,1-wh,,,,,,,,
M509,None, ,3-b,5-h, ,MARTA VALLE HIGH SCHOOL,7-r,8-m,7-w,,,,
M450,A, ,2-b,5-h,1-wh,EAST SIDE COMMUNITY SCHOOL,7-r,8-m,7-w,,,,
M469,B, ,7-b,2-h, ,CHOIR ACADEMY OF HARLEM,7-r,7-m,7-w,,,,
M497,C, ,2-b,3-h,2-wh,,,,,,,,
M635,None, ,2-b,6-h, ,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,7-r,7-m,7-w,,,,
M499,B, ,7-b,2-h, ,FREDERICK DOUGLASS ACADEMY,9-r,9-m,8-w,,,,
M528,D, , ,9-h, ,,,,,,,,
M539,A,2-a,1-b,1-h,4-wh,NEW EXPLORATIONS INTO SCIENCE  TECHNOLOGY AND MATH HIGH SCHOOL,1,11-m,1,,,,
M610,B, ,3-b,6-h, ,YOUNG WOMEN'S LEADERSHIP SCHOOL,8-r,8-m,8-w,,,,
M655,C, ,2-b,6-h, ,LIFE SCIENCES SECONDARY SCHOOL,8-r,8-m,8-w,,,,
M670,D, ,7-b,2-h, ,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,7-r,8-m,8-w,,,,
M825,D, ,2-b,7-h, ,,,,,,,,
M839,B,2-a,1-b,4-h,1-wh,,,,,,,,
M859,A,2-a, , ,5-wh,,,,,,,,
M860,F, ,7-b,1-h, ,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,7-r,7-m,7-w,,,,
M862,A, ,2-b,4-h,1-wh,,,,,,,,
M896,B,2-a,2-b,2-h,1-wh,,,,,,,,
M964,A, ,4-b,2-h,2-wh,,,,,,,,
Q002,B,2-a, ,3-h,3-wh,,,,,,,,
Q005,B,4-a, ,5-h, ,,,,,,,,
Q008,C,1-a,6-b,1-h, ,,,,,,,,
Q010,A,2-a, ,4-h,1-wh,,,,,,,,
Q011,A,3-a, ,4-h, ,,,,,,,,
Q012,B,5-a, ,4-h, ,,,,,,,,
Q013,A,3-a, ,5-h, ,,,,,,,,
Q014,B, , ,8-h, ,,,,,,,,
Q015,B, ,8-b, , ,,,,,,,,
Q016,B,1-a, ,8-h, ,,,,,,,,
Q017,A,2-a, ,5-h,1-wh,,,,,,,,
Q018,A,7-a, ,1-h, ,,,,,,,,
Q019,A, , ,8-h, ,,,,,,,,
Q020,B,7-a, ,2-h, ,,,,,,,,
Q021,A,5-a, ,2-h,1-wh,,,,,,,,
Q022,A,6-a, ,3-h, ,,,,,,,,
Q030,None, ,8-b, , ,,,,,,,,
Q024,A,8-a, ,1-h, ,,,,,,,,
Q025,B,4-a, ,2-h,2-wh,,,,,,,,
Q026,A,6-a, ,1-h, ,,,,,,,,
Q029,A,3-a, ,5-h,1-wh,,,,,,,,
Q031,B,5-a, ,2-h,1-wh,,,,,,,,
Q032,C,6-a, ,1-h,1-wh,,,,,,,,
Q033,C,4-a,2-b,2-h, ,,,,,,,,
Q034,A, ,7-b,1-h, ,,,,,,,,
Q035,D,2-a,4-b,2-h, ,,,,,,,,
Q036,B, ,9-b, , ,,,,,,,,
Q037,B, ,9-b, , ,,,,,,,,
Q038,C, ,9-b, , ,,,,,,,,
Q040,B, ,7-b,1-h, ,,,,,,,,
Q041,A,4-a, ,1-h,3-wh,,,,,,,,
Q042,C, ,7-b,1-h, ,,,,,,,,
Q043,C, ,6-b,2-h, ,,,,,,,,
Q045,B, ,7-b,1-h, ,,,,,,,,
Q046,A,5-a, ,1-h,1-wh,,,,,,,,
Q047,B, , , ,8-wh,,,,,,,,
Q048,D, ,7-b,1-h, ,,,,,,,,
Q049,A,1-a, ,2-h,5-wh,,,,,,,,
Q050,B,1-a,3-b,3-h, ,,,,,,,,
Q052,B, ,8-b, , ,,,,,,,,
Q053,F, ,6-b,3-h, ,,,,,,,,
Q054,C,3-a,1-b,4-h, ,,,,,,,,
Q055,A,4-a,1-b,2-h, ,,,,,,,,
Q056,B,4-a, ,3-h, ,,,,,,,,
Q058,B,3-a, ,3-h,2-wh,,,,,,,,
Q059,C, ,9-b, , ,,,,,,,,
Q060,A,1-a, ,7-h, ,,,,,,,,
Q061,B,1-a, ,8-h, ,,,,,,,,
Q062,A,6-a, ,2-h, ,,,,,,,,
Q063,B,3-a, ,5-h, ,,,,,,,,
Q064,A,5-a, ,3-h, ,,,,,,,,
Q065,B,4-a, ,4-h, ,,,,,,,,
Q066,A,1-a, ,6-h, ,,,,,,,,
Q067,A,5-a, , ,2-wh,,,,,,,,
Q068,B, , ,8-h,1-wh,,,,,,,,
Q069,A,4-a, ,4-h,1-wh,,,,,,,,
Q070,B,1-a, ,4-h,3-wh,,,,,,,,
Q071,C, , ,5-h,4-wh,,,,,,,,
Q072,C,1-a,7-b,1-h, ,,,,,,,,
Q073,B,2-a, ,5-h,1-wh,,,,,,,,
Q074,A,6-a, , ,2-wh,,,,,,,,
Q076,B, ,2-b,5-h,1-wh,,,,,,,,
Q077,B, , ,7-h,1-wh,,,,,,,,
Q078,B,1-a, ,4-h,3-wh,,,,,,,,
Q079,A,3-a, ,2-h,4-wh,,,,,,,,
Q080,F, ,8-b, , ,,,,,,,,
Q081,A, , ,8-h, ,,,,,,,,
Q082,C,3-a, ,5-h, ,,,,,,,,
Q084,B,1-a, ,3-h,4-wh,,,,,,,,
Q085,C,2-a, ,2-h,4-wh,,,,,,,,
Q086,C,4-a,1-b,3-h, ,,,,,,,,
Q087,A, , ,4-h,4-wh,,,,,,,,
Q088,B, , ,5-h,3-wh,,,,,,,,
Q089,A,2-a, ,7-h, ,,,,,,,,
Q090,B,3-a, ,5-h, ,,,,,,,,
Q091,C, , ,5-h,4-wh,,,,,,,,
Q092,B, , ,9-h, ,,,,,,,,
Q093,C, , ,7-h,1-wh,,,,,,,,
Q094,B,4-a, ,1-h,3-wh,,,,,,,,
Q095,B,4-a,1-b,3-h, ,,,,,,,,
Q096,C,3-a,3-b,1-h, ,,,,,,,,
Q097,B,1-a, ,7-h, ,,,,,,,,
Q098,B,2-a, , ,5-wh,,,,,,,,
Q099,A,2-a, ,3-h,2-wh,,,,,,,,
Q100,B,6-a,1-b,2-h, ,,,,,,,,
Q101,C,3-a, ,1-h,4-wh,,,,,,,,
Q102,A,5-a, ,3-h, ,,,,,,,,
Q104,B, ,6-b,2-h, ,,,,,,,,
Q105,C, ,6-b,3-h, ,,,,,,,,
Q106,A, ,6-b,2-h, ,,,,,,,,
Q107,A,5-a, ,2-h,1-wh,,,,,,,,
Q108,A,6-a, ,2-h, ,,,,,,,,
Q109,C,3-a,3-b,2-h, ,,,,,,,,
Q111,C, ,3-b,4-h, ,,,,,,,,
Q112,C,2-a,2-b,4-h, ,,,,,,,,
Q113,B, , ,3-h,5-wh,,,,,,,,
Q114,B, , , ,9-wh,,,,,,,,
Q115,C,6-a, ,1-h,1-wh,,,,,,,,
Q116,C, ,6-b,2-h, ,,,,,,,,
Q117,C,3-a,1-b,3-h,1-wh,,,,,,,,
Q118,C, ,8-b, , ,,,,,,,,
Q119,A,2-a, ,3-h,3-wh,,,,,,,,
Q120,C,7-a, ,1-h, ,,,,,,,,
Q121,B,6-a,2-b, , ,,,,,,,,
Q122,A,3-a, ,2-h,3-wh,,,,,,,,
Q123,C,1-a,6-b,1-h, ,,,,,,,,
Q124,B,4-a,3-b,2-h, ,,,,,,,,
Q125,A,3-a, ,5-h, ,,,,,,,,
Q126,B,1-a,2-b,4-h, ,,,,,,,,
Q127,B,1-a,1-b,7-h, ,,,,,,,,
Q128,B, , ,1-h,7-wh,,,,,,,,
Q129,B,2-a, ,4-h,1-wh,,,,,,,,
Q131,A,7-a,1-b, , ,,,,,,,,
Q132,C, ,9-b, , ,,,,,,,,
Q133,A,5-a, ,1-h,1-wh,,,,,,,,
Q134,C, ,8-b, , ,,,,,,,,
Q135,B,3-a,3-b,2-h, ,,,,,,,,
Q136,B, ,9-b, , ,,,,,,,,
Q137,B,5-a, ,3-h, ,,,,,,,,
Q138,C, ,8-b, , ,,,,,,,,
Q139,B,2-a, ,3-h,3-wh,,,,,,,,
Q140,C, ,7-b,1-h, ,,,,,,,,
Q141,A,2-a, ,4-h,2-wh,,,,,,,,
Q143,C, , ,9-h, ,,,,,,,,
Q144,A,3-a, ,1-h,3-wh,,,,,,,,
Q145,B, , ,8-h, ,,,,,,,,
Q146,B, , ,2-h,6-wh,,,,,,,,
Q147,C, ,9-b, , ,,,,,,,,
Q148,D,1-a, ,8-h, ,,,,,,,,
Q149,A, , ,8-h, ,,,,,,,,
Q150,A,3-a, ,4-h,1-wh,,,,,,,,
Q151,D,1-a,1-b,5-h,1-wh,,,,,,,,
Q152,A,5-a, ,4-h, ,,,,,,,,
Q153,B, , ,4-h,4-wh,,,,,,,,
Q154,B,5-a,1-b,2-h,1-wh,,,,,,,,
Q155,B,3-a,3-b,2-h, ,,,,,,,,
Q156,C, ,9-b, , ,,,,,,,,
Q157,B,2-a,1-b,2-h,4-wh,,,,,,,,
Q158,B,5-a, ,1-h,2-wh,,,,,,,,
Q159,A,4-a, ,1-h,3-wh,,,,,,,,
Q160,C,1-a,6-b,1-h, ,,,,,,,,
Q161,A,7-a, ,1-h, ,,,,,,,,
Q162,B,6-a, , ,2-wh,,,,,,,,
Q167,None,2-a,1-b,2-h,2-wh,,,,,,,,
Q163,A,7-a, ,1-h, ,,,,,,,,
Q164,B,2-a, ,2-h,3-wh,,,,,,,,
Q165,B,4-a,1-b,2-h,1-wh,,,,,,,,
Q166,B,2-a, ,4-h,1-wh,,,,,,,,
Q169,B,3-a, ,1-h,4-wh,,,,,,,,
Q171,B,2-a,1-b,5-h, ,,,,,,,,
Q172,A,5-a,1-b,1-h,1-wh,,,,,,,,
Q173,A,6-a, , ,2-wh,,,,,,,,
Q174,C,3-a, ,2-h,3-wh,,,,,,,,
Q175,B,1-a, ,1-h,6-wh,,,,,,,,
Q176,B, ,9-b, , ,,,,,,,,
Q178,A,1-a, ,1-h,5-wh,,,,,,,,
Q181,D, ,9-b, , ,,,,,,,,
Q183,A, ,5-b,3-h, ,,,,,,,,
Q184,A,2-a, ,1-h,5-wh,,,,,,,,
Q185,B,4-a, ,2-h,1-wh,,,,,,,,
Q186,A,3-a,1-b,2-h,3-wh,,,,,,,,
Q188,A,5-a, , ,3-wh,,,,,,,,
Q189,C,6-a, ,2-h, ,,,,,,,,
Q190,B,3-a, ,2-h,2-wh,,,,,,,,
Q191,A,7-a, , ,1-wh,,,,,,,,
Q192,C, ,9-b, , ,,,,,,,,
Q193,B,1-a, ,1-h,6-wh,,,,,,,,
Q194,B,3-a, ,2-h,3-wh,,,,,,,,
Q195,A, ,9-b, , ,,,,,,,,
Q196,A,4-a, ,1-h,3-wh,,,,,,,,
Q197,C, ,5-b,3-h, ,,,,,,,,
Q199,A,3-a, ,5-h, ,,,,,,,,
Q200,A,1-a,2-b,3-h,2-wh,,,,,,,,
Q201,B,1-a,4-b,3-h, ,,,,,,,,
Q202,B,3-a, ,4-h, ,,,,,,,,
Q203,A,7-a, , ,1-wh,,,,,,,,
Q204,C,2-a,1-b,4-h, ,,,,,,,,
Q205,A,4-a, ,1-h,3-wh,,,,,,,,
Q206,B,1-a,2-b,3-h,2-wh,,,,,,,,
Q207,C, , ,1-h,7-wh,,,,,,,,
Q208,B, ,7-b, , ,,,,,,,,
Q209,A,4-a, ,1-h,4-wh,,,,,,,,
Q210,C,2-a, ,5-h, ,,,,,,,,
Q212,A,1-a, ,7-h, ,,,,,,,,
Q213,A,6-a, ,1-h,1-wh,,,,,,,,
Q214,A,5-a, ,3-h, ,,,,,,,,
Q215,F, ,4-b,5-h, ,,,,,,,,
Q216,B,6-a, ,1-h,1-wh,,,,,,,,
Q217,A,3-a,1-b,4-h, ,,,,,,,,
Q219,A,3-a,1-b,3-h,1-wh,,,,,,,,
Q220,C,2-a, ,2-h,4-wh,,,,,,,,
Q221,B,6-a, ,1-h,2-wh,,,,,,,,
Q223,D, ,7-b,1-h, ,,,,,,,,
Q231,None, ,9-b, , ,,,,,,,,
Q226,C,3-a,4-b,2-h, ,,,,,,,,
Q227,A,1-a,1-b,4-h,2-wh,,,,,,,,
Q229,A,3-a, ,3-h,2-wh,,,,,,,,
Q230,B,4-a, ,4-h, ,,,,,,,,
Q232,B,1-a, ,3-h,3-wh,,,,,,,,
Q234,C,2-a, ,4-h,2-wh,,,,,,,,
Q235,A,3-a, ,5-h,1-wh,,,,,,,,
Q237,B,6-a, ,2-h, ,,,,,,,,
Q238,B,2-a,4-b,2-h, ,,,,,,,,
Q239,C,1-a, ,7-h, ,,,,,,,,
Q250,C,2-a,2-b,2-h,1-wh,,,,,,,,
Q252,C,4-a,1-b,2-h,1-wh,QUEENS SCHOOL OF INQUIRY  THE,9-r,9-m,8-w,,,,
Q253,D, ,4-b,4-h, ,,,,,,,,
Q254,A,1-a, ,7-h, ,,,,,,,,
Q259,C, ,9-b, , ,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,8-r,7-m,7-w,,,,
Q262,C, ,5-b,2-h,1-wh,CHANNEL VIEW SCHOOL FOR RESEARCH,8-r,8-m,8-w,,,,
Q266,A,4-a,1-b,1-h,2-wh,,,,,,,,
Q268,D,2-a,5-b,2-h, ,,,,,,,,
Q270,C, ,9-b, , ,,,,,,,,
Q281,B,6-a,1-b,1-h, ,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES,8-r,9-m,7-w,,,,
Q282,A, ,6-b,2-h, ,,,,,,,,
Q283,A, ,8-b,1-h, ,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,7-r,7-m,7-w,,,,
Q284,C,2-a,6-b,1-h, ,YORK EARLY COLLEGE ACADEMY,,,,,,,
Q285,B,1-a, ,2-h,5-wh,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,9-r,9-m,9-w,,,,
Q286,B,3-a, ,4-h,1-wh,YOUNG WOMEN'S LEADERSHIP SCHOOL  ASTORIA,,,,,,,
Q294,A,3-a, ,2-h,3-wh,,,,,,,,
Q295,A,3-a,3-b,2-h, ,,,,,,,,
Q309,B, ,5-b,3-h, ,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,7-r,7-m,6-w,,,,
Q327,None, ,9-b, , ,,,,,,,,
Q310,C,2-a,4-b,1-h, ,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,8-r,8-m,8-w,,,,
Q317,A, ,3-b,4-h,1-wh,,,,,,,,
Q318,B, ,5-b,3-h,1-wh,,,,,,,,
Q319,B, ,7-b,1-h, ,,,,,,,,
Q323,A,2-a,1-b,1-h,4-wh,SCHOLARS' ACADEMY,9-r,1,9-w,,,,
Q333,A, ,7-b,1-h, ,,,,,,,,
Q499,A,4-a,3-b,1-h, ,,,,,,,,
Q560,B,2-a, ,6-h,1-wh,ROBERT F. WAGNER  JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY,8-r,8-m,8-w,,,,
Q580,B,3-a, ,2-h,3-wh,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,1,11-m,1,,,,
Q680,C,3-a,4-b,1-h, ,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,1,1,1,,,,
Q877,A,5-a, ,4-h, ,,,,,,,,
Q896,C,2-a,5-b,1-h, ,YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS,8-r,8-m,8-w,,,,
R001,B, , ,1-h,8-wh,,,,,,,,
R002,C, , ,2-h,5-wh,,,,,,,,
R003,C, , , ,8-wh,,,,,,,,
R004,C, , ,1-h,7-wh,,,,,,,,
R005,C, , , ,8-wh,,,,,,,,
R006,C, , , ,8-wh,,,,,,,,
R007,B, , , ,8-wh,,,,,,,,
R008,A, , ,1-h,8-wh,,,,,,,,
R011,C, ,1-b,3-h,4-wh,,,,,,,,
R013,B,1-a,1-b,3-h,2-wh,,,,,,,,
R014,D, ,3-b,4-h, ,,,,,,,,
R016,C, ,2-b,5-h,1-wh,,,,,,,,
R018,C, ,3-b,4-h,1-wh,,,,,,,,
R019,A, ,1-b,6-h, ,,,,,,,,
R020,C, ,1-b,7-h, ,,,,,,,,
R021,C, ,2-b,5-h,1-wh,,,,,,,,
R022,C, ,2-b,5-h,1-wh,,,,,,,,
R023,A, , ,1-h,8-wh,,,,,,,,
R024,B, , ,1-h,8-wh,,,,,,,,
R026,B, , ,3-h,5-wh,,,,,,,,
R027,C,1-a,2-b,3-h,2-wh,,,,,,,,
R029,B,1-a, ,1-h,6-wh,,,,,,,,
R030,B, , ,1-h,6-wh,,,,,,,,
R031,B, ,5-b,3-h,1-wh,,,,,,,,
R032,B, , ,1-h,8-wh,,,,,,,,
R034,C, , , ,8-wh,,,,,,,,
R035,C, ,1-b,1-h,5-wh,,,,,,,,
R036,B, , , ,8-wh,,,,,,,,
R038,C, , ,2-h,6-wh,,,,,,,,
R039,C,1-a, ,2-h,5-wh,,,,,,,,
R041,C, , ,3-h,5-wh,,,,,,,,
R042,B, , ,1-h,8-wh,,,,,,,,
R044,C, ,4-b,4-h, ,,,,,,,,
R045,B, ,2-b,3-h,3-wh,,,,,,,,
R046,B,1-a,1-b,3-h,3-wh,,,,,,,,
R048,B,1-a, ,1-h,6-wh,,,,,,,,
R049,B,1-a,4-b,3-h,1-wh,,,,,,,,
R050,B, , , ,7-wh,,,,,,,,
R051,B, ,2-b,4-h,2-wh,,,,,,,,
R052,D, , ,1-h,7-wh,,,,,,,,
R053,B, , , ,8-wh,,,,,,,,
R054,D,3-a, ,2-h,3-wh,,,,,,,,
R055,C, , , ,8-wh,,,,,,,,
R056,C, , , ,8-wh,,,,,,,,
R057,C, ,5-b,3-h,1-wh,,,,,,,,
R058,B,1-a, ,2-h,5-wh,,,,,,,,
R060,D,1-a, ,2-h,5-wh,,,,,,,,
R061,C, ,3-b,3-h,2-wh,,,,,,,,
R063,B, , ,2-h,5-wh,,,,,,,,
R069,C,1-a, ,1-h,6-wh,,,,,,,,
X002,None, ,4-b,5-h, ,,,,,,,,
R072,B,1-a,1-b,2-h,3-wh,,,,,,,,
R075,B, , ,1-h,7-wh,,,,,,,,
R080,C, ,1-b,1-h,5-wh,THE MICHAEL J. PETRIDES SCHOOL,9-r,9-m,9-w,,,,
R861,A, ,2-b,3-h,2-wh,,,,,,,,
X001,D, ,2-b,7-h, ,,,,,,,,
X003,B, ,3-b,6-h, ,,,,,,,,
X004,C, ,5-b,4-h, ,,,,,,,,
X005,B, ,2-b,7-h, ,,,,,,,,
X006,C, ,2-b,7-h, ,,,,,,,,
X007,A, , ,7-h, ,,,,,,,,
X008,B, ,1-b,7-h, ,,,,,,,,
X009,C, ,1-b,7-h, ,,,,,,,,
X011,D, ,3-b,6-h, ,,,,,,,,
X014,D, , ,5-h,3-wh,,,,,,,,
X015,A, ,1-b,8-h, ,,,,,,,,
X016,B, ,5-b,2-h, ,,,,,,,,
X018,A, ,3-b,6-h, ,,,,,,,,
X019,B, , ,2-h,6-wh,,,,,,,,
X020,C,1-a, ,7-h, ,,,,,,,,
X021,C, ,7-b,2-h, ,,,,,,,,
X022,C, ,2-b,7-h, ,,,,,,,,
X024,B, , ,3-h,4-wh,,,,,,,,
X025,B, ,1-b,8-h, ,,,,,,,,
X028,B, ,1-b,8-h, ,,,,,,,,
X029,D, ,3-b,6-h, ,,,,,,,,
X030,A, ,1-b,7-h, ,,,,,,,,
X031,C, ,2-b,7-h, ,,,,,,,,
X032,B, ,2-b,7-h, ,,,,,,,,
X033,C, ,1-b,8-h, ,,,,,,,,
X035,B, ,3-b,6-h, ,,,,,,,,
X036,B,1-a,1-b,6-h, ,,,,,,,,
X037,C, ,2-b,7-h, ,,,,,,,,
X041,A, ,6-b,3-h, ,,,,,,,,
X042,C, ,4-b,5-h, ,,,,,,,,
X043,A, ,2-b,7-h, ,,,,,,,,
X044,C, ,3-b,6-h, ,,,,,,,,
X045,C, ,1-b,8-h, ,,,,,,,,
X046,C, ,2-b,7-h, ,,,,,,,,
X047,B, ,2-b,6-h, ,,,,,,,,
X048,A, ,2-b,7-h, ,,,,,,,,
X049,B, ,3-b,6-h, ,,,,,,,,
X050,C, ,3-b,6-h, ,,,,,,,,
X051,A, ,4-b,5-h, ,,,,,,,,
X053,B, ,3-b,6-h, ,,,,,,,,
X054,D, ,2-b,6-h, ,,,,,,,,
X055,B, ,4-b,4-h, ,,,,,,,,
X056,A,2-a, ,5-h, ,,,,,,,,
X057,C, ,2-b,7-h, ,,,,,,,,
X058,D, ,2-b,7-h, ,,,,,,,,
X059,B, ,2-b,6-h, ,,,,,,,,
X061,D, ,2-b,7-h, ,,,,,,,,
X062,A, ,1-b,7-h, ,,,,,,,,
X063,C, ,3-b,5-h, ,,,,,,,,
X064,D, ,1-b,8-h, ,,,,,,,,
X065,B, ,2-b,7-h, ,,,,,,,,
X066,B, ,2-b,7-h, ,,,,,,,,
X067,B, ,2-b,7-h, ,,,,,,,,
X068,B, ,8-b,1-h, ,,,,,,,,
X069,A, ,1-b,7-h, ,,,,,,,,
X070,C, ,2-b,7-h, ,,,,,,,,
X071,C, , ,5-h,2-wh,,,,,,,,
X072,C, ,2-b,6-h, ,,,,,,,,
X073,A, ,2-b,6-h, ,,,,,,,,
X075,A, ,2-b,7-h, ,,,,,,,,
X076,B, ,5-b,4-h, ,,,,,,,,
X078,B, ,7-b,2-h, ,,,,,,,,
X080,C,1-a,1-b,6-h, ,,,,,,,,
X081,C,1-a,1-b,4-h,2-wh,,,,,,,,
X083,B,1-a,1-b,4-h,2-wh,,,,,,,,
X085,C, ,2-b,7-h, ,,,,,,,,
X086,A, ,1-b,8-h, ,,,,,,,,
X087,C, ,7-b,1-h, ,,,,,,,,
X089,C, ,2-b,4-h,1-wh,,,,,,,,
X091,C, ,1-b,7-h, ,,,,,,,,
X092,C, ,2-b,7-h, ,,,,,,,,
X093,A, ,5-b,4-h, ,,,,,,,,
X094,C,1-a,1-b,6-h, ,,,,,,,,
X095,C, ,1-b,6-h, ,,,,,,,,
X102,None, ,2-b,6-h, ,,,,,,,,
X096,B, ,2-b,6-h,1-wh,,,,,,,,
X097,A,1-a,3-b,3-h,1-wh,,,,,,,,
X098,C, ,3-b,5-h, ,,,,,,,,
X100,B, ,3-b,5-h, ,,,,,,,,
X101,B,1-a,1-b,5-h,1-wh,,,,,,,,
X103,B, ,5-b,4-h, ,,,,,,,,
X105,C, ,1-b,6-h,1-wh,,,,,,,,
X106,B,3-a,2-b,3-h, ,,,,,,,,
X107,C, ,4-b,5-h, ,,,,,,,,
X108,C,1-a,1-b,4-h,3-wh,,,,,,,,
X109,B, ,2-b,7-h, ,,,,,,,,
X110,B, ,5-b,4-h, ,,,,,,,,
X111,C, ,6-b,3-h, ,,,,,,,,
X112,D, ,4-b,4-h, ,,,,,,,,
X114,F, ,1-b,7-h, ,,,,,,,,
X117,C, ,2-b,7-h, ,,,,,,,,
X118,C,1-a,2-b,6-h, ,,,,,,,,
X119,B,2-a, ,5-h, ,,,,,,,,
X121,C, ,6-b,3-h, ,,,,,,,,
X123,B, ,2-b,7-h, ,,,,,,,,
X125,C,2-a,1-b,5-h, ,,,,,,,,
X126,A, ,2-b,7-h, ,,,,,,,,
X127,C,2-a,3-b,4-h, ,,,,,,,,
X128,A, ,3-b,6-h, ,,,,,,,,
X129,B, ,2-b,6-h, ,,,,,,,,
X130,C, ,2-b,7-h, ,,,,,,,,
X131,C, ,3-b,5-h, ,,,,,,,,
X132,C, ,4-b,5-h, ,,,,,,,,
X134,C, ,4-b,4-h, ,,,,,,,,
X138,C, ,3-b,6-h, ,,,,,,,,
X140,C, ,3-b,5-h, ,,,,,,,,
X141,C, ,1-b,5-h,2-wh,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),8-r,9-m,8-w,,,,
X142,C, ,6-b,2-h, ,,,,,,,,
X144,C, ,6-b,2-h, ,,,,,,,,
X145,B, ,2-b,6-h, ,,,,,,,,
X146,B, ,4-b,5-h, ,,,,,,,,
X150,B, ,2-b,7-h, ,,,,,,,,
X151,A, ,2-b,7-h, ,,,,,,,,
X152,A, ,2-b,7-h, ,,,,,,,,
X153,A, ,6-b,2-h, ,,,,,,,,
X154,C, ,3-b,6-h, ,,,,,,,,
X157,C, ,3-b,6-h, ,,,,,,,,
X159,C, , ,9-h, ,,,,,,,,
X160,C, ,5-b,3-h, ,,,,,,,,
X161,B, ,2-b,6-h, ,,,,,,,,
X162,C, ,2-b,7-h, ,,,,,,,,
X163,C, ,3-b,6-h, ,,,,,,,,
X175,C, , ,2-h,6-wh,,,,,,,,
X178,B, ,6-b,3-h, ,,,,,,,,
X179,F, ,1-b,7-h, ,,,,,,,,
X180,C, ,6-b,2-h, ,,,,,,,,
X181,B, ,6-b,2-h, ,,,,,,,,
X182,B, ,2-b,6-h, ,,,,,,,,
X198,None, ,4-b,5-h, ,,,,,,,,
X189,C, ,4-b,4-h, ,,,,,,,,
X190,C, ,2-b,7-h, ,,,,,,,,
X194,C,2-a,1-b,5-h, ,,,,,,,,
X195,C, ,2-b,7-h, ,,,,,,,,
