'M292', 'C', '1-a', '2-b', '5-h', 'HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES', '7-r', '8-m', '7-w'
'M294', 'B', '2-b', '6-h', 'ESSEX STREET ACADEMY', '7-r', '7-m', '7-w'
'M296', 'A', '2-b', '6-h', 'HIGH SCHOOL OF HOSPITALITY MANAGEMENT', '7-r', '7-m', '7-w'
'M298', 'A', '1-a', '3-b', '4-h', 'PACE HIGH SCHOOL', '8-r', '8-m', '8-w'
'M299', 'C', '3-b', '5-h', 'HIGH SCHOOL FOR ARTS  IMAGINATION AND INQUIRY', '7-r', '7-m', '7-w'
'M300', 'B', '2-b', '5-h', 'URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION  THE', '8-r', '8-m', '8-w'
'M303', 'B', '2-b', '7-h', 'FACING HISTORY SCHOOL  THE', '7-r', '7-m', '6-w'
'M304', 'B', '3-b', '6-h', 'MOTT HALL HIGH SCHOOL', '8-r', '7-m', '7-w'
'M305', 'C', '4-b', '5-h', 'URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW  THE', '7-r', '7-m', '7-w'
'M307', 'A', '3-b', '5-h', 'URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES  THE', '7-r', '7-m', '7-w'
'M308', 'A', '3-b', '5-h', 'LOWER MANHATTAN ARTS ACADEMY', '8-r', '7-m', '8-w'
'M316', 'B', '4-b', '4-h', 'URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN  THE', '7-r', '7-m', '7-w'
'M367', 'C', '6-b', '3-h', 'ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL', '7-r', '7-m', '6-w'
'M369', 'D', '5-b', '3-h', 'URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS', '7-r', '7-m', '7-w'
'M374', 'C', '4-b', '4-h', 'GRAMERCY ARTS HIGH SCHOOL', '7-r', '7-m', '7-w'
'M376', 'None', '1-a', '2-b', '4-h', '2-wh', 'NYC ISCHOOL', '9-r', '9-m', '9-w'
'M400', 'B', '1-a', '1-b', '5-h', '1-wh', 'HIGH SCHOOL FOR ENVIRONMENTAL STUDIES', '9-r', '9-m', '9-w'
'M407', 'A', '1-b', '1-h', '5-wh', 'INSTITUTE FOR COLLABORATIVE EDUCATION', '9-r', '9-m', '9-w'
'M408', 'B', '1-b', '2-h', '4-wh', 'PROFESSIONAL PERFORMING ARTS HIGH SCHOOL', '1', '9-m', '1'
'M409', 'C', '3-b', '5-h', 'COALITION SCHOOL FOR SOCIAL CHANGE', '7-r', '7-m', '7-w'
'M411', 'A', '6-a', '1-h', '1-wh', 'BARUCH COLLEGE CAMPUS HIGH SCHOOL', '9-r', '11-m', '1'
'M412', 'A', '2-a', '1-h', '4-wh', 'N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES', '1', '11-m', '11-w'
'M413', 'B', '1-a', '1-b', '2-h', '3-wh', 'SCHOOL OF THE FUTURE HIGH SCHOOL', '1', '1', '1'
'M414', 'A', '3-a', '1-b', '3-h', '1-wh', 'N.Y.C. MUSEUM SCHOOL', '9-r', '9-m', '9-w'
'M415', 'D', '5-b', '3-h', 'WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS', '7-r', '7-m', '7-w'
'M416', 'A', '1-a', '1-h', '6-wh', 'ELEANOR ROOSEVELT HIGH SCHOOL', '11-r', '11-m', '11-w'
'M418', 'A', '3-a', '2-h', '3-wh', 'MILLENNIUM HIGH SCHOOL', '1', '11-m', '1'
'M419', 'D', '1-b', '7-h', 'LANDMARK HIGH SCHOOL', '7-r', '7-m', '7-w'
'M420', 'B', '2-a', '2-b', '4-h', 'HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES', '8-r', '8-m', '8-w'
'M425', 'C', '3-b', '5-h', 'LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL', '8-r', '8-m', '7-w'
'M429', 'F', '4-b', '5-h', 'LEGACY SCHOOL FOR INTEGRATED STUDIES', '7-r', '7-m', '6-w'
'M435', 'A', '2-a', '1-b', '5-h', 'MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS', '9-r', '1', '9-w'
'M439', 'A', '1-b', '7-h', 'MANHATTAN VILLAGE ACADEMY', '8-r', '9-m', '9-w'
'M440', 'None', '2-b', '6-h', 'BAYARD RUSTIN EDUCATIONAL COMPLEX', '7-r', '7-m', '7-w'
'M448', 'C', '2-a', '2-b', '4-h', 'UNIVERSITY NEIGHBORHOOD HIGH SCHOOL', '7-r', '8-m', '7-w'
'M449', 'B', '2-b', '5-h', 'VANGUARD HIGH SCHOOL', '7-r', '8-m', '7-w'
'M450', 'A', '2-b', '5-h', '1-wh', 'EAST SIDE COMMUNITY SCHOOL', '7-r', '8-m', '7-w'
'M459', 'B', '3-a', '1-b', '3-h', '1-wh', 'MANHATTAN INTERNATIONAL HIGH SCHOOL', '7-r', '9-m', '7-w'
'M460', 'F', '3-b', '5-h', 'WASHINGTON IRVING HIGH SCHOOL', '7-r', '7-m', '7-w'
'M463', 'C', '1-b', '8-h', 'HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS', '7-r', '7-m', '6-w'
'M467', 'A', '1-b', '8-h', 'HIGH SCHOOL FOR LAW AND PUBLIC SERVICE', '7-r', '7-m', '7-w'
'M468', 'D', '1-b', '8-h', 'HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES', '8-r', '8-m', '8-w'
'M469', 'C', '7-b', '2-h', 'CHOIR ACADEMY OF HARLEM', '7-r', '7-m', '7-w'
'M470', 'None', '2-b', '6-h', 'LOUIS D. BRANDEIS HIGH SCHOOL', '7-r', '7-m', '7-w'
'M475', 'A', '7-a', '2-wh', 'STUYVESANT HIGH SCHOOL', '13-r', '14-m', '13-w'
'M479', 'A', '1-b', '2-h', '4-wh', 'BEACON HIGH SCHOOL', '11-r', '11-m', '11-w'
'M485', 'A', '1-a', '1-b', '1-h', '4-wh', 'FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS', '11-r', '11-m', '11-w'
'M489', 'B', '2-a', '2-b', '4-h', 'HIGH SCHOOL OF ECONOMICS AND FINANCE', '8-r', '9-m', '8-w'
'M492', 'A', '4-b', '4-h', 'HIGH SCHOOL FOR LAW  ADVOCACY AND COMMUNITY JUSTICE', '7-r', '7-m', '8-w'
'M494', 'C', '3-b', '5-h', 'HIGH SCHOOL OF ARTS AND TECHNOLOGY', '8-r', '8-m', '8-w'
'M495', 'A', '3-b', '5-h', 'PARK EAST HIGH SCHOOL', '7-r', '7-m', '7-w'
