K639,Brooklyn Lab School ,0-r,0-m,0-w,2010
K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCH ,7-r,8-m,7-w,2010
K660,William H Maxwell Voc High School ,7-r,7-m,7-w,2010
K683,SCHOOL FOR CLASSICS ,0-r,0-m,0-w,2010
K445,NEW UTRECHT HIGH SCHOOL ,8-r,9-m,8-w,2010
K485,High School of Telecommunication Arts ,9-r,9-m,8-w,2010
K490,FORT HAMILTON HIGH SCHOOL ,8-r,9-m,8-w,2010
K505,Franklin D Roosevelt High School ,7-r,9-m,7-w,2010
K658,YABC at Franklin D. Roosevelt High School ,7-r,8-m,7-w,2010
K337,International High School at LaFayette ,7-r,7-m,7-w,2010
K344,Rachel Carson High School for Coastal Studies ,8-r,9-m,8-w,2010
K348,HIGH SCHOOL OF SPORTS MANAGEMENT ,7-r,8-m,7-w,2010
K400,LAFAYETTE HIGH SCHOOL ,6-r,7-m,6-w,2010
K410,ABRAHAM LINCOLN HIGH SCHOOL ,7-r,8-m,7-w,2010
K412/21K411,YABC AT ABRAHAM LINCOLN HIGH SCHOOL ,0-r,0-m,0-w,2010
K525,EDWARD R MURROW HIGH SCHOOL ,9-r,10-m,9-w,2010
K540,JOHN DEWEY HIGH SCHOOL ,8-r,9-m,7-w,2010
K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUS ,0-r,0-m,0-w,2010
K572,Expeditionary Learning Sch for Community Leaders ,0-r,0-m,0-w,2010
K620,William E. Grady Vocational Technical High School ,7-r,7-m,7-w,2010
K690,BROOKLYN STUDIO SECONDARY SCH ,8-r,8-m,8-w,2010
K728,Liberation Diploma Plus High School ,8-r,7-m,7-w,2010
K405,Midwood High School at Brooklyn College ,9-r,10-m,9-w,2010
K425,JAMES MADISON HIGH SCHOOL ,8-r,9-m,8-w,2010
K495,SHEEPSHEAD BAY HIGH SCHOOL ,7-r,8-m,7-w,2010
K535,LEON M GOLDSTEIN HIGH SCHOOL ,10-r,11-m,11-w,2010
K555,Brooklyn College Academy High School ,9-r,9-m,8-w,2010
